Dataset,Mixture Label,CID,CID.1,CID.2,CID.3,CID.4,CID.5,CID.6,CID.7,CID.8,CID.9,CID.10,CID.11,CID.12,CID.13,CID.14,CID.15,CID.16,CID.17,CID.18,CID.19,CID.20,CID.21,CID.22,CID.23,CID.24,CID.25,CID.26,CID.27,CID.28,CID.29,CID.30,CID.31,CID.32,CID.33,CID.34,CID.35,CID.36,CID.37,CID.38,CID.39,CID.40,CID.41,CID.42,CID.43,CID.44,CID.45,CID.46,CID.47,CID.48,CID.49,CID.50,CID.51,CID.52,CID.53,CID.54,CID.55,CID.56,CID.57
Bushdid,184,7463,31244.0,12348.0,62465.0,91497.0,31276.0,7059.0,8148.0,6982.0,26331.0,7991.0,8635.0,7583.0,8025.0,11002.0,19310.0,7344.0,2879.0,8091.0,443162.0,1068.0,12020.0,7685.0,7966.0,62433.0,7799.0,7363.0,7519.0,22201.0,7600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,254,7463,31244.0,12348.0,62465.0,91497.0,31276.0,7059.0,8148.0,6982.0,26331.0,7991.0,8635.0,7583.0,8025.0,11002.0,19310.0,7344.0,2879.0,8091.0,443162.0,454.0,4133.0,15380.0,8797.0,1060.0,637511.0,6654.0,6590.0,10430.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,356,8186,326.0,26331.0,22201.0,22873.0,6184.0,12178.0,7710.0,177.0,8797.0,62433.0,61016.0,7793.0,7059.0,1060.0,10882.0,10560.0,7848.0,31244.0,637511.0,7410.0,7632.0,179.0,6561.0,6590.0,11124.0,11002.0,15380.0,31249.0,31272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,364,8186,326.0,26331.0,22201.0,22873.0,6184.0,12178.0,7710.0,177.0,8797.0,62433.0,61016.0,7793.0,7059.0,1060.0,10882.0,10560.0,7848.0,31244.0,637511.0,240.0,798.0,7749.0,3314.0,7731.0,31265.0,2969.0,10890.0,6736.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,423,8130,7966.0,7731.0,8103.0,3776.0,62336.0,8025.0,10976.0,12232.0,612.0,31265.0,12020.0,326.0,7600.0,443162.0,454.0,7685.0,22873.0,11124.0,7460.0,176.0,26331.0,12178.0,7749.0,7991.0,22201.0,31276.0,7150.0,8918.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,181,8130,7966.0,7731.0,8103.0,3776.0,62336.0,8025.0,10976.0,12232.0,612.0,31265.0,12020.0,326.0,7600.0,443162.0,454.0,7685.0,22873.0,11124.0,7460.0,179.0,5283349.0,5373603.0,6590.0,8030.0,6054.0,1031.0,637511.0,7848.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15,7363,6544.0,7714.0,16666.0,7410.0,7685.0,5281168.0,240.0,8797.0,7600.0,6184.0,8186.0,14286.0,62465.0,91497.0,8858.0,3314.0,10722.0,4133.0,6054.0,637511.0,8030.0,10890.0,440917.0,8091.0,11002.0,8025.0,326.0,10430.0,31276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,87,7363,6544.0,7714.0,16666.0,7410.0,7685.0,5281168.0,240.0,8797.0,7600.0,6184.0,8186.0,14286.0,62465.0,91497.0,8858.0,3314.0,10722.0,4133.0,6054.0,7888.0,10882.0,5634.0,637566.0,31249.0,3776.0,8635.0,7460.0,31244.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,327,7410,6544.0,6590.0,7519.0,7150.0,8091.0,31244.0,3776.0,10821.0,8148.0,7793.0,1140.0,8918.0,10430.0,440967.0,8051.0,176.0,31265.0,1068.0,264.0,62433.0,14286.0,2969.0,15380.0,7966.0,6982.0,10890.0,179.0,261.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,374,7410,6544.0,6590.0,7519.0,7150.0,8091.0,31244.0,3776.0,10821.0,8148.0,7793.0,1140.0,8918.0,10430.0,440967.0,8051.0,176.0,31265.0,1068.0,264.0,460.0,16666.0,10560.0,7463.0,7654.0,12232.0,180.0,22201.0,62444.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,508,6982,1031.0,62444.0,440967.0,4133.0,612.0,5281515.0,7165.0,2879.0,7731.0,5373603.0,1060.0,19310.0,8858.0,5283349.0,16666.0,12367.0,8118.0,8918.0,6654.0,8130.0,10430.0,8051.0,26331.0,62336.0,10890.0,11124.0,454.0,8103.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,512,6982,1031.0,62444.0,440967.0,4133.0,612.0,5281515.0,7165.0,2879.0,7731.0,5373603.0,1060.0,19310.0,8858.0,5283349.0,16666.0,12367.0,8118.0,8918.0,6654.0,7749.0,999.0,31244.0,8635.0,7632.0,7966.0,7714.0,12020.0,10882.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,470,7463,62444.0,8148.0,12348.0,24915.0,7749.0,10430.0,7799.0,31265.0,10890.0,7344.0,261.0,612.0,7793.0,7991.0,7600.0,7583.0,22873.0,61016.0,8051.0,2879.0,6989.0,2969.0,31276.0,11002.0,176.0,8130.0,7363.0,12741.0,7888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,411,7463,62444.0,8148.0,12348.0,24915.0,7749.0,10430.0,7799.0,31265.0,10890.0,7344.0,261.0,612.0,7793.0,7991.0,7600.0,7583.0,22873.0,61016.0,8051.0,12232.0,62433.0,22386.0,18827.0,798.0,16666.0,10976.0,637511.0,5373603.0,8858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,351,8051,61138.0,11552.0,176.0,440917.0,7654.0,177.0,62336.0,1146.0,7685.0,7749.0,11002.0,326.0,637566.0,7731.0,7793.0,6184.0,12180.0,8091.0,3776.0,612.0,31244.0,31249.0,31276.0,179.0,7165.0,6054.0,6989.0,61016.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,59,8051,61138.0,11552.0,176.0,440917.0,7654.0,177.0,62336.0,1146.0,7685.0,7749.0,11002.0,326.0,637566.0,7731.0,7793.0,6184.0,12180.0,8091.0,3776.0,6561.0,8030.0,8048.0,1060.0,1031.0,12741.0,2879.0,7966.0,12367.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,43,443162,10976.0,8918.0,10560.0,1140.0,31249.0,326.0,12180.0,3776.0,7583.0,7685.0,7363.0,264.0,31276.0,7150.0,24915.0,7749.0,612.0,7165.0,7059.0,5373603.0,440917.0,6982.0,62433.0,6654.0,18827.0,8048.0,1068.0,61016.0,8797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,288,443162,10976.0,8918.0,10560.0,1140.0,31249.0,326.0,12180.0,3776.0,7583.0,7685.0,7363.0,264.0,31276.0,7150.0,24915.0,7749.0,612.0,7165.0,7059.0,7991.0,12178.0,2879.0,999.0,22386.0,11509.0,12232.0,1127.0,11124.0,12367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,413,261,180.0,24915.0,15380.0,612.0,454.0,440967.0,8103.0,8048.0,62444.0,7921.0,1146.0,12367.0,264.0,18827.0,62433.0,12232.0,22386.0,5634.0,7519.0,7888.0,460.0,12020.0,12348.0,179.0,7731.0,8130.0,93009.0,10560.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,75,261,180.0,24915.0,15380.0,612.0,454.0,440967.0,8103.0,8048.0,62444.0,7921.0,1146.0,12367.0,264.0,18827.0,62433.0,12232.0,22386.0,5634.0,7519.0,7685.0,61138.0,7749.0,6736.0,5283349.0,7460.0,22201.0,2758.0,6654.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,463,10890,7654.0,62336.0,10430.0,7921.0,6501.0,10722.0,26331.0,4133.0,7519.0,6054.0,22873.0,12367.0,8148.0,5281515.0,8051.0,1060.0,8635.0,440967.0,7731.0,2758.0,176.0,61016.0,8186.0,31265.0,11552.0,7762.0,6654.0,8797.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,107,10890,7654.0,62336.0,10430.0,7921.0,6501.0,10722.0,26331.0,4133.0,7519.0,6054.0,22873.0,12367.0,8148.0,5281515.0,8051.0,1060.0,8635.0,440967.0,7731.0,16666.0,93009.0,6561.0,8892.0,7165.0,31244.0,12741.0,8025.0,1068.0,31276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,132,31272,7731.0,8025.0,1031.0,6501.0,8918.0,454.0,7921.0,1140.0,6736.0,240.0,177.0,7583.0,798.0,18827.0,62433.0,7799.0,8635.0,7363.0,5634.0,7410.0,12178.0,8130.0,7848.0,11124.0,8797.0,24915.0,8118.0,10821.0,31276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,342,31272,7731.0,8025.0,1031.0,6501.0,8918.0,454.0,7921.0,1140.0,6736.0,240.0,177.0,7583.0,798.0,18827.0,62433.0,7799.0,8635.0,7363.0,5634.0,16666.0,5281515.0,7991.0,62336.0,8048.0,612.0,10976.0,91497.0,8030.0,11002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,454,637511,12180.0,31249.0,12020.0,10430.0,22386.0,62465.0,180.0,460.0,7654.0,22201.0,7888.0,11124.0,5281515.0,10882.0,7632.0,612.0,7731.0,7714.0,7519.0,240.0,16666.0,177.0,12178.0,7059.0,7460.0,443158.0,7793.0,7463.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,325,637511,12180.0,31249.0,12020.0,10430.0,22386.0,62465.0,180.0,460.0,7654.0,22201.0,7888.0,11124.0,5281515.0,10882.0,7632.0,612.0,7731.0,7714.0,7519.0,7583.0,6590.0,261.0,6654.0,7600.0,14286.0,18827.0,2969.0,7410.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,221,1140,10882.0,5634.0,1060.0,31272.0,443158.0,6501.0,8148.0,7344.0,12367.0,7888.0,5281515.0,7059.0,7463.0,8025.0,10722.0,12741.0,8858.0,5373603.0,14286.0,1068.0,5281168.0,6590.0,7519.0,6184.0,8051.0,5283349.0,637511.0,62465.0,8130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,426,1140,10882.0,5634.0,1060.0,31272.0,443158.0,6501.0,8148.0,7344.0,12367.0,7888.0,5281515.0,7059.0,7463.0,8025.0,10722.0,12741.0,8858.0,5373603.0,14286.0,11002.0,8797.0,12232.0,7583.0,91497.0,454.0,18827.0,264.0,8048.0,7410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,453,7150,7632.0,7685.0,5634.0,8103.0,7519.0,8797.0,1127.0,7600.0,7888.0,176.0,10821.0,31276.0,7460.0,8048.0,180.0,12178.0,999.0,177.0,62465.0,7463.0,12348.0,8130.0,7799.0,8091.0,8030.0,61138.0,10722.0,440917.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,467,7150,7632.0,7685.0,5634.0,8103.0,7519.0,8797.0,1127.0,7600.0,7888.0,176.0,10821.0,31276.0,7460.0,8048.0,180.0,12178.0,999.0,177.0,62465.0,22873.0,31265.0,7848.0,10882.0,11002.0,62336.0,443158.0,12180.0,12020.0,11124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,41,62465,7966.0,7714.0,2879.0,61138.0,10722.0,6561.0,7921.0,261.0,612.0,93009.0,6989.0,12367.0,62444.0,12348.0,7888.0,7632.0,8048.0,62433.0,11002.0,61016.0,22386.0,8130.0,7731.0,7460.0,6590.0,8858.0,6736.0,6544.0,8025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,17,62465,7966.0,7714.0,2879.0,61138.0,10722.0,6561.0,7921.0,261.0,612.0,93009.0,6989.0,12367.0,62444.0,12348.0,7888.0,7632.0,8048.0,62433.0,11002.0,91497.0,1031.0,24915.0,637566.0,3776.0,7583.0,31265.0,6184.0,11509.0,12020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,51,176,7059.0,7654.0,4133.0,31272.0,2969.0,7344.0,6054.0,6736.0,8186.0,19310.0,7150.0,3314.0,240.0,1146.0,7632.0,7165.0,7714.0,18827.0,8118.0,6590.0,177.0,999.0,7410.0,8051.0,7793.0,261.0,12367.0,15380.0,24915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,433,176,7059.0,7654.0,4133.0,31272.0,2969.0,7344.0,6054.0,6736.0,8186.0,19310.0,7150.0,3314.0,240.0,1146.0,7632.0,7165.0,7714.0,18827.0,8118.0,61016.0,31265.0,7600.0,7363.0,10890.0,8148.0,5281168.0,1060.0,6561.0,8918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,111,7749,6654.0,176.0,31276.0,1140.0,5373603.0,180.0,22873.0,7685.0,4133.0,7888.0,1068.0,7600.0,12741.0,10821.0,31244.0,31265.0,1060.0,179.0,7793.0,7632.0,460.0,6501.0,8858.0,18827.0,12178.0,440967.0,31249.0,62336.0,7848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,274,7749,6654.0,176.0,31276.0,1140.0,5373603.0,180.0,22873.0,7685.0,4133.0,7888.0,1068.0,7600.0,12741.0,10821.0,31244.0,31265.0,1060.0,179.0,7793.0,7632.0,460.0,6501.0,8858.0,18827.0,12178.0,440967.0,31249.0,62336.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,116,7600,8858.0,440917.0,7921.0,177.0,7363.0,7991.0,443158.0,1127.0,12180.0,16666.0,7888.0,443162.0,7793.0,91497.0,637511.0,5283349.0,7165.0,12020.0,8025.0,7714.0,8048.0,3314.0,15380.0,6736.0,1068.0,6544.0,8797.0,8186.0,93009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,88,7600,8858.0,440917.0,7921.0,177.0,7363.0,7991.0,443158.0,1127.0,12180.0,16666.0,7888.0,443162.0,7793.0,91497.0,637511.0,5283349.0,7165.0,12020.0,8025.0,7714.0,8048.0,3314.0,15380.0,6736.0,1068.0,6544.0,8797.0,8186.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,387,1127,7749.0,22201.0,637511.0,62433.0,179.0,7059.0,8635.0,8148.0,2758.0,440967.0,31244.0,7519.0,7714.0,7991.0,22873.0,6544.0,7685.0,8048.0,18827.0,11509.0,7848.0,5373603.0,1068.0,7363.0,5281168.0,460.0,10560.0,440917.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,176,1127,7749.0,22201.0,637511.0,62433.0,179.0,7059.0,8635.0,8148.0,2758.0,440967.0,31244.0,7519.0,7714.0,7991.0,22873.0,6544.0,7685.0,8048.0,18827.0,11509.0,7848.0,5373603.0,1068.0,7363.0,5281168.0,460.0,10560.0,440917.0,93009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,307,1031,6989.0,8051.0,8103.0,62465.0,6501.0,7799.0,7749.0,91497.0,8797.0,7888.0,5634.0,10821.0,7991.0,7632.0,7654.0,7059.0,16666.0,15380.0,5373603.0,637511.0,7165.0,22201.0,6054.0,7793.0,180.0,22386.0,7762.0,31265.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,61,1031,6989.0,8051.0,8103.0,62465.0,6501.0,7799.0,7749.0,91497.0,8797.0,7888.0,5634.0,10821.0,7991.0,7632.0,7654.0,7059.0,16666.0,15380.0,5373603.0,637511.0,7165.0,22201.0,6054.0,7793.0,180.0,22386.0,7762.0,31265.0,8148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,517,91497,7463.0,11509.0,7710.0,6982.0,10722.0,12348.0,2879.0,1031.0,460.0,11552.0,7632.0,798.0,7519.0,176.0,326.0,15380.0,7888.0,4133.0,3314.0,7848.0,6544.0,12178.0,8030.0,31249.0,7749.0,1127.0,6736.0,61138.0,8103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,299,91497,7463.0,11509.0,7710.0,6982.0,10722.0,12348.0,2879.0,1031.0,460.0,11552.0,7632.0,798.0,7519.0,176.0,326.0,15380.0,7888.0,4133.0,3314.0,7848.0,6544.0,12178.0,8030.0,31249.0,7749.0,1127.0,6736.0,61138.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,360,31276,62465.0,326.0,8103.0,22386.0,31249.0,8091.0,7165.0,6590.0,7344.0,5634.0,7463.0,7685.0,11552.0,798.0,6736.0,7059.0,8030.0,440967.0,443162.0,12178.0,454.0,3776.0,6184.0,62444.0,62336.0,8797.0,7991.0,637511.0,7799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,40,31276,62465.0,326.0,8103.0,22386.0,31249.0,8091.0,7165.0,6590.0,7344.0,5634.0,7463.0,7685.0,11552.0,798.0,6736.0,7059.0,8030.0,440967.0,443162.0,12178.0,454.0,3776.0,6184.0,62444.0,62336.0,8797.0,7991.0,637511.0,8130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,139,6989,2969.0,1068.0,7848.0,1031.0,16666.0,15380.0,1140.0,7519.0,637511.0,12020.0,454.0,11124.0,8130.0,10976.0,8048.0,460.0,264.0,6184.0,31276.0,10430.0,26331.0,3314.0,24915.0,8051.0,8025.0,12232.0,6654.0,11552.0,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,514,6989,2969.0,1068.0,7848.0,1031.0,16666.0,15380.0,1140.0,7519.0,637511.0,12020.0,454.0,11124.0,8130.0,10976.0,8048.0,460.0,264.0,6184.0,31276.0,10430.0,26331.0,3314.0,24915.0,8051.0,8025.0,12232.0,6654.0,11552.0,31265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,79,8858,2969.0,7921.0,7344.0,11552.0,454.0,240.0,5281515.0,6184.0,31249.0,31272.0,7888.0,179.0,10430.0,91497.0,7799.0,1031.0,1146.0,10722.0,7150.0,10821.0,8892.0,61016.0,6989.0,1127.0,7710.0,12020.0,31276.0,7731.0,7714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,422,8858,2969.0,7921.0,7344.0,11552.0,454.0,240.0,5281515.0,6184.0,31249.0,31272.0,7888.0,179.0,10430.0,91497.0,7799.0,1031.0,1146.0,10722.0,7150.0,10821.0,8892.0,61016.0,6989.0,1127.0,7710.0,12020.0,31276.0,7731.0,22386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,418,22386,12367.0,7731.0,91497.0,6736.0,7921.0,460.0,240.0,16666.0,7410.0,10976.0,6544.0,7966.0,7519.0,261.0,7583.0,6054.0,62444.0,31272.0,7888.0,10560.0,3314.0,2758.0,6982.0,62433.0,4133.0,10890.0,8051.0,7165.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,375,22386,12367.0,7731.0,91497.0,6736.0,7921.0,460.0,240.0,16666.0,7410.0,10976.0,6544.0,7966.0,7519.0,261.0,7583.0,6054.0,62444.0,31272.0,7888.0,10560.0,3314.0,2758.0,6982.0,62433.0,4133.0,10890.0,8051.0,7165.0,12741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,151,19310,7710.0,31265.0,999.0,8918.0,440967.0,12348.0,179.0,7519.0,177.0,7888.0,22873.0,326.0,6501.0,6982.0,443162.0,8797.0,12367.0,7165.0,8892.0,7966.0,7731.0,7583.0,5283349.0,7714.0,798.0,7685.0,2758.0,5281515.0,7848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,281,19310,7710.0,31265.0,999.0,8918.0,440967.0,12348.0,179.0,7519.0,177.0,7888.0,22873.0,326.0,6501.0,6982.0,443162.0,8797.0,12367.0,7165.0,8892.0,7966.0,7731.0,7583.0,5283349.0,7714.0,798.0,7685.0,2758.0,5281515.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,80,999,22386.0,11124.0,8118.0,12348.0,8635.0,31265.0,18827.0,7991.0,12232.0,19310.0,61138.0,7710.0,7966.0,7888.0,8797.0,11509.0,798.0,8130.0,4133.0,7519.0,6590.0,6989.0,7463.0,1127.0,8048.0,12180.0,7848.0,443162.0,5634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,276,999,22386.0,11124.0,8118.0,12348.0,8635.0,31265.0,18827.0,7991.0,12232.0,19310.0,61138.0,7710.0,7966.0,7888.0,8797.0,11509.0,798.0,8130.0,4133.0,7519.0,6590.0,6989.0,7463.0,1127.0,8048.0,12180.0,7848.0,443162.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,210,8148,7921.0,177.0,3314.0,62465.0,637511.0,8186.0,1060.0,18827.0,7363.0,460.0,62433.0,7463.0,8797.0,62444.0,440967.0,264.0,11509.0,7654.0,1140.0,10722.0,6184.0,6501.0,6982.0,12741.0,4133.0,62336.0,7150.0,6654.0,7731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,377,8148,7921.0,177.0,3314.0,62465.0,637511.0,8186.0,1060.0,18827.0,7363.0,460.0,62433.0,7463.0,8797.0,62444.0,440967.0,264.0,11509.0,7654.0,1140.0,10722.0,6184.0,6501.0,6982.0,12741.0,4133.0,62336.0,7150.0,6654.0,26331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,264,7921,31244.0,91497.0,11124.0,8025.0,5283349.0,6501.0,10890.0,999.0,2879.0,240.0,31265.0,22873.0,7731.0,637511.0,6989.0,12180.0,637566.0,1060.0,7710.0,10882.0,8091.0,26331.0,7793.0,6561.0,8030.0,180.0,12020.0,16666.0,4133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,346,7921,31244.0,91497.0,11124.0,8025.0,5283349.0,6501.0,10890.0,999.0,2879.0,240.0,31265.0,22873.0,7731.0,637511.0,6989.0,12180.0,637566.0,1060.0,7710.0,10882.0,8091.0,26331.0,7793.0,6561.0,8030.0,180.0,12020.0,16666.0,7410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,487,6590,637511.0,10890.0,3776.0,8025.0,176.0,31249.0,7799.0,7519.0,8103.0,10430.0,10882.0,443162.0,8118.0,12741.0,454.0,61138.0,6501.0,2879.0,31272.0,62336.0,12180.0,8130.0,7888.0,1127.0,31276.0,12178.0,7685.0,6054.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,5,6590,637511.0,10890.0,3776.0,8025.0,176.0,31249.0,7799.0,7519.0,8103.0,10430.0,10882.0,443162.0,8118.0,12741.0,454.0,61138.0,6501.0,2879.0,31272.0,62336.0,12180.0,8130.0,7888.0,1127.0,31276.0,12178.0,7685.0,6054.0,5634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,357,93009,7749.0,1127.0,2969.0,7632.0,10882.0,637511.0,6561.0,5373603.0,12367.0,261.0,24915.0,10890.0,12232.0,62433.0,61016.0,12180.0,7710.0,31276.0,7410.0,4133.0,8091.0,91497.0,443158.0,10821.0,12020.0,7583.0,3776.0,5281515.0,2879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,289,93009,7749.0,1127.0,2969.0,7632.0,10882.0,637511.0,6561.0,5373603.0,12367.0,261.0,24915.0,10890.0,12232.0,62433.0,61016.0,12180.0,7710.0,31276.0,7410.0,4133.0,8091.0,91497.0,443158.0,10821.0,12020.0,7583.0,3776.0,5281515.0,7731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,71,176,7799.0,7793.0,10976.0,6184.0,443158.0,11124.0,1146.0,19310.0,7888.0,460.0,10560.0,1068.0,440917.0,8030.0,7714.0,454.0,5283349.0,261.0,999.0,18827.0,61138.0,8858.0,62444.0,31249.0,31276.0,7966.0,7519.0,6989.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,211,176,7799.0,7793.0,10976.0,6184.0,443158.0,11124.0,1146.0,19310.0,7888.0,460.0,10560.0,1068.0,440917.0,8030.0,7714.0,454.0,5283349.0,261.0,999.0,18827.0,61138.0,8858.0,62444.0,31249.0,31276.0,7966.0,7519.0,6989.0,12741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,326,10821,261.0,62444.0,7685.0,240.0,6736.0,62433.0,6054.0,8130.0,22873.0,1031.0,12348.0,4133.0,7150.0,637566.0,14286.0,62465.0,8892.0,7731.0,3776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,484,612,7714.0,5281515.0,24915.0,460.0,6561.0,1140.0,179.0,12741.0,12367.0,7710.0,10722.0,2879.0,798.0,22201.0,7793.0,1060.0,2758.0,7059.0,6501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,102,31244,6989.0,7632.0,4133.0,177.0,5634.0,6982.0,2879.0,7460.0,7793.0,637566.0,31272.0,10722.0,12180.0,440917.0,24915.0,7749.0,7888.0,11552.0,7410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,227,1140,443162.0,999.0,62433.0,3776.0,326.0,1127.0,14286.0,8635.0,240.0,7519.0,12232.0,10976.0,7799.0,1031.0,7463.0,62336.0,8892.0,176.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,414,6590,240.0,8118.0,7749.0,12348.0,7460.0,3776.0,3314.0,7059.0,7344.0,7888.0,24915.0,12178.0,7165.0,7654.0,8797.0,12020.0,6654.0,11509.0,11552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,11,1127,22386.0,8148.0,443158.0,7710.0,7991.0,179.0,7966.0,31272.0,62444.0,12232.0,1060.0,8635.0,7363.0,10560.0,5634.0,7600.0,22201.0,7762.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,6,3776,240.0,6590.0,177.0,637511.0,24915.0,8091.0,1068.0,443162.0,179.0,6736.0,176.0,8858.0,8118.0,62336.0,8186.0,5281515.0,8797.0,7165.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,137,6982,14286.0,1146.0,11509.0,8051.0,8148.0,61138.0,10882.0,7749.0,7731.0,8103.0,18827.0,1031.0,12367.0,7793.0,7762.0,91497.0,8025.0,7799.0,19310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,32,11552,7921.0,8091.0,240.0,637511.0,61138.0,12020.0,7762.0,10821.0,264.0,10882.0,31276.0,7519.0,8103.0,1140.0,6054.0,8186.0,8797.0,7848.0,8025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,235,7654,443158.0,261.0,7463.0,12178.0,10722.0,61016.0,7600.0,7966.0,12232.0,7059.0,7888.0,8918.0,177.0,8858.0,15380.0,5281168.0,12741.0,31265.0,3314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,495,637511,7519.0,12020.0,31265.0,612.0,8130.0,8103.0,8118.0,7762.0,6544.0,179.0,7165.0,7583.0,7793.0,8892.0,6989.0,240.0,8858.0,7059.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,492,62465,14286.0,7749.0,1068.0,261.0,454.0,8030.0,11124.0,7731.0,6054.0,6561.0,8091.0,7966.0,18827.0,8635.0,4133.0,460.0,16666.0,12741.0,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
