Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43,CID_44
Bushdid,15063,176,460.0,798.0,1068.0,2969.0,6561.0,6654.0,6989.0,7632.0,7731.0,7921.0,7966.0,8025.0,8048.0,8118.0,8148.0,8797.0,8918.0,10722.0,14286.0,22386.0,24915.0,31244.0,62444.0,62465.0,443158.0,443162.0,637566.0,5283349.0,,,,,,,,,,,,,,,
Bushdid,15064,179,3314.0,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15065,180,3314.0,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15066,261,3314.0,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15067,798,3314.0,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15068,1031,3314.0,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15069,3314,6054.0,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15070,3314,6184.0,6501.0,6544.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15071,3314,6184.0,6501.0,6590.0,6982.0,7150.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15072,3314,6184.0,6501.0,6590.0,6982.0,7344.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15073,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7463.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15074,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7714.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15075,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,7991.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15076,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8186.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15077,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8635.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15078,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,8892.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15079,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12232.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15080,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,14286.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15081,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,22873.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15082,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31272.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15083,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,62433.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15084,179,180.0,261.0,798.0,1031.0,3314.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15085,179,180.0,261.0,798.0,1031.0,6054.0,6184.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15086,179,180.0,261.0,798.0,1031.0,6054.0,6501.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15087,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,6590.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15088,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,6982.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15089,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7600.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15090,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7632.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15091,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7793.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15092,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7921.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15093,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8030.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15094,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8797.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15095,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,10430.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15096,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12178.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15097,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,15380.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15098,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,18827.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15099,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31249.0,31265.0,31272.0,31276.0,62433.0,,,,,,,,,,,,,
Bushdid,15100,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62336.0,62433.0,,,,,,,,,,,,,
Bushdid,15101,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,440917.0,,,,,,,,,,,,,
Bushdid,15102,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,637511.0,,,,,,,,,,,,,
Bushdid,15103,179,180.0,261.0,798.0,1031.0,6054.0,6544.0,7150.0,7344.0,7410.0,7463.0,7583.0,7710.0,7714.0,7991.0,8130.0,8186.0,8635.0,8892.0,11002.0,12232.0,12367.0,12741.0,14286.0,19310.0,22873.0,31265.0,31272.0,31276.0,62433.0,5373603.0,,,,,,,,,,,,,
Bushdid,15104,3314,6184.0,6501.0,6590.0,6982.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15105,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15106,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15107,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15108,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15109,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15110,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,15380.0,18827.0,19310.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15111,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,31249.0,31265.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15112,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31276.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15113,3314,6184.0,6501.0,6590.0,6982.0,7410.0,7583.0,7600.0,7632.0,7710.0,7793.0,7921.0,8030.0,8130.0,8797.0,10430.0,11002.0,12178.0,12367.0,12741.0,15380.0,18827.0,19310.0,31249.0,31265.0,62336.0,440917.0,637511.0,5373603.0,,,,,,,,,,,,,,,
Bushdid,15114,180,454.0,612.0,1031.0,1068.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15115,180,454.0,612.0,1031.0,1127.0,1140.0,1146.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15116,180,454.0,612.0,1031.0,1127.0,1140.0,2969.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15117,180,454.0,612.0,1031.0,1127.0,1140.0,3314.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15118,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6736.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15119,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7600.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15120,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,7762.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15121,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,7793.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15122,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,7799.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15123,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,7848.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15124,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,7921.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15125,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,7966.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15126,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,10882.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15127,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,12348.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15128,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,15380.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15129,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,19310.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15130,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,26331.0,31265.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15131,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,31272.0,61016.0,62433.0,440967.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15132,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,443162.0,637511.0,5373603.0,,,,,,,,,,,,,
Bushdid,15133,180,454.0,612.0,1031.0,1127.0,1140.0,5634.0,6054.0,6590.0,6982.0,6989.0,7059.0,7344.0,7519.0,7654.0,7710.0,7731.0,8025.0,8118.0,8797.0,8918.0,12020.0,16666.0,18827.0,31265.0,61016.0,62433.0,440967.0,637511.0,5283349.0,5373603.0,,,,,,,,,,,,,
Bushdid,15134,180,454.0,1068.0,1140.0,1146.0,2969.0,3314.0,5634.0,6736.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
Bushdid,15135,180,612.0,1068.0,1140.0,1146.0,2969.0,3314.0,5634.0,6736.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
Bushdid,15136,180,1031.0,1068.0,1140.0,1146.0,2969.0,3314.0,5634.0,6736.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
Bushdid,15137,180,1068.0,1127.0,1140.0,1146.0,2969.0,3314.0,5634.0,6736.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
Bushdid,15138,180,1068.0,1140.0,1146.0,2969.0,3314.0,5634.0,6054.0,6736.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
Bushdid,15139,180,1068.0,1140.0,1146.0,2969.0,3314.0,5634.0,6590.0,6736.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
Bushdid,15140,180,1068.0,1140.0,1146.0,2969.0,3314.0,5634.0,6736.0,6982.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
Bushdid,15141,180,1068.0,1140.0,1146.0,2969.0,3314.0,5634.0,6736.0,6989.0,7600.0,7710.0,7731.0,7762.0,7793.0,7799.0,7848.0,7921.0,7966.0,8025.0,8118.0,8918.0,10882.0,12348.0,15380.0,19310.0,26331.0,31272.0,62433.0,443162.0,637511.0,5283349.0,,,,,,,,,,,,,
